,state_id,state_name,city
840,2,Alaska,Pilot Station
841,2,Alaska,Platinum
842,2,Alaska,Point Baker
843,2,Alaska,Point Hope
844,2,Alaska,Point Lay
845,2,Alaska,Port Alexander
846,2,Alaska,Port Alsworth
847,2,Alaska,Port Heiden
848,2,Alaska,Port Lions
849,2,Alaska,Prudhoe Bay
850,2,Alaska,Quinhagak
851,2,Alaska,Rampart
852,2,Alaska,Red Devil
853,2,Alaska,Ruby
854,2,Alaska,Russian Mission
855,2,Alaska,Saint George Island
856,2,Alaska,Saint Marys
857,2,Alaska,Saint Michael
858,2,Alaska,Saint Paul Island
859,2,Alaska,Salcha
860,2,Alaska,Sand Point
861,2,Alaska,Savoonga
862,2,Alaska,Scammon Bay
863,2,Alaska,Selawik
864,2,Alaska,Seldovia
865,2,Alaska,Seward
866,2,Alaska,Shageluk
867,2,Alaska,Shaktoolik
868,2,Alaska,Shishmaref
869,2,Alaska,Shungnak
870,2,Alaska,Sitka
871,2,Alaska,Skagway
872,2,Alaska,Skwentna
873,2,Alaska,Sleetmute
874,2,Alaska,Soldotna
875,2,Alaska,South Naknek
876,2,Alaska,Stebbins
877,2,Alaska,Sterling
878,2,Alaska,Stevens Village
879,2,Alaska,Sutton
880,2,Alaska,Takotna
881,2,Alaska,Talkeetna
882,2,Alaska,Tanacross
883,2,Alaska,Tanana
884,2,Alaska,Tatitlek
885,2,Alaska,Teller
886,2,Alaska,Tenakee Springs
887,2,Alaska,Thorne Bay
888,2,Alaska,Togiak
889,2,Alaska,Tok
890,2,Alaska,Toksook Bay
891,2,Alaska,Trapper Creek
892,2,Alaska,Tuluksak
893,2,Alaska,Tuntutuliak
894,2,Alaska,Tununak
895,2,Alaska,Two Rivers
896,2,Alaska,Tyonek
897,2,Alaska,Unalakleet
898,2,Alaska,Unalaska
899,2,Alaska,Valdez
900,2,Alaska,Venetie
901,2,Alaska,Wainwright
902,2,Alaska,Wales
903,2,Alaska,Ward Cove
904,2,Alaska,Wasilla
905,2,Alaska,White Mountain
906,2,Alaska,Whittier
907,2,Alaska,Willow
908,2,Alaska,Wrangell
909,2,Alaska,Yakutat
910,2,Alaska,Akhiok
911,2,Alaska,Anchorage municipality
912,2,Alaska,Bettles
913,2,Alaska,Chuathbaluk
915,2,Alaska,Diomede
916,2,Alaska,Edna Bay
917,2,Alaska,Golovin
918,2,Alaska,Juneau and borough
919,2,Alaska,Kachemak
920,2,Alaska,Kasaan
921,2,Alaska,Kupreanof
922,2,Alaska,McGrath
923,2,Alaska,Napaskiak
924,2,Alaska,Newhalen
929,2,Alaska,Saxman
930,2,Alaska,Sitka and borough
931,2,Alaska,Upper Kalskag
932,2,Alaska,Wrangell and borough
933,3,Arizona,Aguila
934,3,Arizona,Ajo
936,3,Arizona,Amado
937,3,Arizona,Apache Junction
938,3,Arizona,Arivaca
939,3,Arizona,Arizona City
941,3,Arizona,Ash Fork
942,3,Arizona,Avondale
943,3,Arizona,Bagdad
944,3,Arizona,Bapchule
945,3,Arizona,Bellemont
946,3,Arizona,Benson
947,3,Arizona,Bisbee
948,3,Arizona,Black Canyon City
949,3,Arizona,Blue
950,3,Arizona,Blue Gap
951,3,Arizona,Bouse
952,3,Arizona,Bowie
953,3,Arizona,Buckeye
954,3,Arizona,Bullhead City
955,3,Arizona,Bylas
